date,areaName,areaCode,vaccinationsAgeDemographics
2023-05-07,Northern Ireland,N92000002,"[{'age': '50+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 442337.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 67331.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 52.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 65.322, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 9.943}, {'age': '50-59', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 111437.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 1549.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 43.422, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.604}, {'age': '60-69', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 139013.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 2524.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 2.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 71.042, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 1.29}, {'age': '70-79', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 120215.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 28284.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 10.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 83.906, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 19.741}, {'age': '75+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 191887.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 63258.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 50.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 85.34, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 28.133}, {'age': '80+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 71672.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 34974.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 40.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 87.857, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 42.872}]"
2023-05-06,Northern Ireland,N92000002,"[{'age': '50+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 442337.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 67279.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 159.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 65.322, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 9.935}, {'age': '50-59', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 111437.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 1549.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 11.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 43.422, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.604}, {'age': '60-69', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 139013.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 2522.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 16.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 71.042, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 1.289}, {'age': '70-79', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 120215.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 28274.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 51.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 83.906, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 19.734}, {'age': '75+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 191887.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 63208.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 132.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 85.34, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 28.111}, {'age': '80+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 71672.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 34934.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 81.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 87.857, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 42.823}]"
2023-05-05,Northern Ireland,N92000002,"[{'age': '50+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 442337.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 67120.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 1442.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 65.322, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 9.912}, {'age': '50-59', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 111437.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 1538.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 21.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 43.422, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.599}, {'age': '60-69', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 139013.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 2506.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 47.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 71.042, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 1.281}, {'age': '70-79', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 120215.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 28223.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 581.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 83.906, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 19.699}, {'age': '75+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 191887.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 63076.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 1374.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 85.34, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 28.052}, {'age': '80+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 71672.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 34853.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 793.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 87.857, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 42.724}]"
2023-05-04,Northern Ireland,N92000002,"[{'age': '50+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 442337.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 65678.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 3914.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 65.322, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 9.699}, {'age': '50-59', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 111437.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 1517.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 113.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 43.422, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.591}, {'age': '60-69', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 139013.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 2459.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 178.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 71.042, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 1.257}, {'age': '70-79', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 120215.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 27642.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 1653.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 83.906, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 19.293}, {'age': '75+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 191887.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 61702.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 3623.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 85.34, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 27.441}, {'age': '80+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 71672.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 34060.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 1970.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 87.857, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 41.751}]"
2023-05-03,Northern Ireland,N92000002,"[{'age': '50+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 442337.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 61764.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 4072.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 65.322, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 9.121}, {'age': '50-59', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 111437.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 1404.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 108.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 43.422, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.547}, {'age': '60-69', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 139013.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 2281.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 169.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 71.042, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 1.166}, {'age': '70-79', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 120215.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 25989.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 1826.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 83.906, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 18.139}, {'age': '75+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 191887.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 58079.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 3795.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 85.34, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 25.83}, {'age': '80+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 71672.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 32090.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 1969.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 87.857, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 39.337}]"
2023-05-02,Northern Ireland,N92000002,"[{'age': '50+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 442337.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 57692.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 2060.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 65.322, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 8.52}, {'age': '50-59', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 111437.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 1296.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 69.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 43.422, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.505}, {'age': '60-69', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 139013.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 2112.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 98.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 71.042, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 1.079}, {'age': '70-79', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 120215.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 24163.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 781.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 83.906, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 16.865}, {'age': '75+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 191887.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 54284.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 1893.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 85.34, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 24.142}, {'age': '80+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 71672.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 30121.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 1112.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 87.857, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 36.923}]"
2023-05-01,Northern Ireland,N92000002,"[{'age': '50+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 442337.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 55632.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 32.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 65.322, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 8.215}, {'age': '50-59', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 111437.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 1227.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 1.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 43.422, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.478}, {'age': '60-69', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 139013.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 2014.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 2.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 71.042, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 1.029}, {'age': '70-79', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 120215.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 23382.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 8.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 83.906, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 16.32}, {'age': '75+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 191887.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 52391.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 29.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 85.34, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 23.3}, {'age': '80+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 71672.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 29009.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 21.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 87.857, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 35.56}]"
2023-04-30,Northern Ireland,N92000002,"[{'age': '50+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 442337.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 55600.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 164.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 65.322, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 8.211}, {'age': '50-59', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 111437.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 1226.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 2.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 43.422, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.478}, {'age': '60-69', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 139013.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 2012.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 6.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 71.042, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 1.028}, {'age': '70-79', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 120215.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 23374.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 29.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 83.906, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 16.314}, {'age': '75+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 191887.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 52362.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 156.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 85.34, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 23.287}, {'age': '80+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 71672.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 28988.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 127.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 87.857, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 35.534}]"
2023-04-29,Northern Ireland,N92000002,"[{'age': '50+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 442337.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 55436.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 2105.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 65.322, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 8.186}, {'age': '50-59', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 111437.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 1224.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 47.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 43.422, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.477}, {'age': '60-69', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 139013.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 2006.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 88.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 71.042, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 1.025}, {'age': '70-79', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 120215.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 23345.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 886.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 83.906, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 16.294}, {'age': '75+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 191887.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 52206.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 1970.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 85.34, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 23.218}, {'age': '80+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 71672.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 28861.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 1084.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 87.857, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 35.378}]"
2023-04-28,Northern Ireland,N92000002,"[{'age': '50+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 442337.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 53331.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 1976.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 65.322, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 7.876}, {'age': '50-59', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 111437.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 1177.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 50.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 43.422, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.459}, {'age': '60-69', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 139013.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 1918.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 60.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 71.042, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.98}, {'age': '70-79', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 120215.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 22459.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 804.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 83.906, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 15.676}, {'age': '75+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 191887.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 50236.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 1866.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 85.34, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 22.342}, {'age': '80+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 71672.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 27777.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 1062.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 87.857, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 34.05}]"
